year,province,cohort_type,actual_intake,optimal_intake,aci_value,niv_per_unit,scenario
2022,BC,high_quality_student,80050,0,0.4504,99711.36,aci_equal
2022,BC,high_wage_worker,77875,0,0.4504,412526.93,aci_equal
2022,BC,in_canada_transition,29030,0,0.4504,237641.37,aci_equal
2022,BC,low_quality_student,34290,0,0.4504,-211205.93,aci_equal
2022,BC,low_wage_worker,48120,0,0.4504,-180555.42,aci_equal
2022,BC,refugee,7905,3242,0.4504,-439889.84,aci_equal
2022,MB,family_class,2785,0,0.4403,-133783.0,aci_equal
2022,MB,francophone_pr,0,199,0.5,444285.46,aci_equal
2022,MB,high_quality_student,11210,0,0.4403,99711.36,aci_equal
2022,MB,high_wage_worker,11355,0,0.4403,412526.93,aci_equal
2022,MB,in_canada_transition,15980,0,0.4403,237641.37,aci_equal
2022,MB,low_quality_student,4345,0,0.4403,-211205.93,aci_equal
2022,MB,low_wage_worker,11350,0,0.4403,-180555.42,aci_equal
2022,MB,refugee,2235,3242,0.4403,-439889.84,aci_equal
2022,NB,family_class,480,0,0.3385,-133783.0,aci_equal
2022,NB,francophone_pr,0,199,0.5,444285.46,aci_equal
2022,NB,high_quality_student,5635,0,0.3385,99711.36,aci_equal
2022,NB,high_wage_worker,4975,0,0.3385,412526.93,aci_equal
2022,NB,in_canada_transition,8015,0,0.3385,237641.37,aci_equal
2022,NB,low_quality_student,2215,0,0.3385,-211205.93,aci_equal
2022,NB,low_wage_worker,5705,0,0.3385,-180555.42,aci_equal
2022,NB,refugee,1280,3242,0.3385,-439889.84,aci_equal
2022,NL,family_class,180,0,0.3633,-133783.0,aci_equal
2022,NL,francophone_pr,0,199,0.5,444285.46,aci_equal
2022,NL,high_quality_student,3100,0,0.3633,99711.36,aci_equal
2022,NL,high_wage_worker,2130,0,0.3633,412526.93,aci_equal
2022,NL,in_canada_transition,2305,0,0.3633,237641.37,aci_equal
2022,NL,low_quality_student,885,0,0.3633,-211205.93,aci_equal
2022,NL,low_wage_worker,2495,0,0.3633,-180555.42,aci_equal
2022,NL,refugee,875,3242,0.3633,-439889.84,aci_equal
2022,NS,family_class,1035,0,0.3141,-133783.0,aci_equal
2022,NS,francophone_pr,0,199,0.5,444285.46,aci_equal
2022,NS,high_quality_student,9915,0,0.3141,99711.36,aci_equal
2022,NS,high_wage_worker,8185,0,0.3141,412526.93,aci_equal
2022,NS,in_canada_transition,9895,0,0.3141,237641.37,aci_equal
2022,NS,low_quality_student,3565,0,0.3141,-211205.93,aci_equal
2022,NS,low_wage_worker,5645,0,0.3141,-180555.42,aci_equal
2022,NS,refugee,1390,3242,0.3141,-439889.84,aci_equal
2022,NT,family_class,30,0,,-133783.0,aci_equal
2022,NT,francophone_pr,0,199,0.5,444285.46,aci_equal
2022,NT,high_quality_student,0,0,0.5,99711.36,aci_equal
2022,NT,high_wage_worker,50,0,,412526.93,aci_equal
2022,NT,in_canada_transition,110,0,,237641.37,aci_equal
2022,NT,low_quality_student,10,0,,-211205.93,aci_equal
2022,NT,low_wage_worker,60,0,,-180555.42,aci_equal
2022,NT,refugee,0,3242,0.5,-439889.84,aci_equal
2022,NU,family_class,0,0,0.5,-133783.0,aci_equal
2022,NU,francophone_pr,0,199,0.5,444285.46,aci_equal
2022,NU,high_quality_student,0,0,0.5,99711.36,aci_equal
2022,NU,high_wage_worker,10,0,,412526.93,aci_equal
2022,NU,in_canada_transition,0,0,0.5,237641.37,aci_equal
2022,NU,low_quality_student,0,0,0.5,-211205.93,aci_equal
2022,NU,low_wage_worker,10,0,,-180555.42,aci_equal
2022,NU,refugee,0,3242,0.5,-439889.84,aci_equal
2022,ON,family_class,46735,0,0.3848,-133783.0,aci_equal
2022,ON,francophone_pr,0,199,0.5,444285.46,aci_equal
2022,ON,high_quality_student,247135,0,0.3848,99711.36,aci_equal
2022,ON,high_wage_worker,187325,0,0.3848,412526.93,aci_equal
2022,ON,in_canada_transition,60190,0,0.3848,237641.37,aci_equal
2022,ON,low_quality_student,55035,0,0.3848,-211205.93,aci_equal
2022,ON,low_wage_worker,86490,0,0.3848,-180555.42,aci_equal
2022,ON,refugee,44890,3242,0.3848,-439889.84,aci_equal
2022,PE,family_class,135,0,,-133783.0,aci_equal
2022,PE,francophone_pr,0,199,0.5,444285.46,aci_equal
2022,PE,high_quality_student,1630,0,,99711.36,aci_equal
2022,PE,high_wage_worker,2350,0,,412526.93,aci_equal
2022,PE,in_canada_transition,2360,0,,237641.37,aci_equal
2022,PE,low_quality_student,840,0,,-211205.93,aci_equal
2022,PE,low_wage_worker,1705,0,,-180555.42,aci_equal
2022,PE,refugee,70,3242,,-439889.84,aci_equal
2022,QC,family_class,12910,0,0.4052,-133783.0,aci_equal
2022,QC,francophone_pr,5186,199,0.4052,444285.46,aci_equal
2022,QC,high_quality_student,52205,0,0.4052,99711.36,aci_equal
2022,QC,high_wage_worker,103740,0,0.4052,412526.93,aci_equal
2022,QC,in_canada_transition,0,0,0.5,237641.37,aci_equal
2022,QC,low_quality_student,13695,0,0.4052,-211205.93,aci_equal
2022,QC,low_wage_worker,47740,0,0.4052,-180555.42,aci_equal
2022,QC,refugee,10245,3242,0.4052,-439889.84,aci_equal
2022,SK,family_class,2155,0,0.4535,-133783.0,aci_equal
2022,SK,francophone_pr,0,199,0.5,444285.46,aci_equal
2022,SK,high_quality_student,6295,0,0.4535,99711.36,aci_equal
2022,SK,high_wage_worker,7360,0,0.4535,412526.93,aci_equal
2022,SK,in_canada_transition,17050,0,0.4535,237641.37,aci_equal
2022,SK,low_quality_student,2415,0,0.4535,-211205.93,aci_equal
2022,SK,low_wage_worker,4050,0,0.4535,-180555.42,aci_equal
2022,SK,refugee,1965,3242,0.4535,-439889.84,aci_equal
2022,YT,family_class,60,0,,-133783.0,aci_equal
2022,YT,francophone_pr,0,199,0.5,444285.46,aci_equal
2022,YT,high_quality_student,65,0,,99711.36,aci_equal
2022,YT,high_wage_worker,540,0,,412526.93,aci_equal
2022,YT,in_canada_transition,315,0,,237641.37,aci_equal
2022,YT,low_quality_student,90,0,,-211205.93,aci_equal
2022,YT,low_wage_worker,120,0,,-180555.42,aci_equal
2022,YT,refugee,5,3242,,-439889.84,aci_equal
2023,AB,family_class,17030,109490,0.3527,-133783.0,aci_equal
2023,AB,francophone_pr,0,2889,0.5,444285.46,aci_equal
2023,AB,high_quality_student,28985,534735,0.3527,99711.36,aci_equal
2023,AB,high_wage_worker,47030,614700,0.3527,412526.93,aci_equal
2023,AB,in_canada_transition,20445,193200,0.3527,237641.37,aci_equal
2023,AB,low_quality_student,14205,161800,0.3527,-211205.93,aci_equal
2023,AB,low_wage_worker,49685,376190,0.3527,-180555.42,aci_equal
2023,AB,refugee,15480,47972,0.3527,-439889.84,aci_equal
2023,BC,family_class,18080,0,0.4152,-133783.0,aci_equal
2023,BC,francophone_pr,0,206,0.5,444285.46,aci_equal
2023,BC,high_quality_student,93895,0,0.4152,99711.36,aci_equal
2023,BC,high_wage_worker,104555,0,0.4152,412526.93,aci_equal
2023,BC,in_canada_transition,35725,0,0.4152,237641.37,aci_equal
2023,BC,low_quality_student,36875,0,0.4152,-211205.93,aci_equal
2023,BC,low_wage_worker,71565,0,0.4152,-180555.42,aci_equal
2023,BC,refugee,10050,3427,0.4152,-439889.84,aci_equal
2023,MB,family_class,3425,0,0.3674,-133783.0,aci_equal
2023,MB,francophone_pr,0,206,0.5,444285.46,aci_equal
2023,MB,high_quality_student,14185,0,0.3674,99711.36,aci_equal
2023,MB,high_wage_worker,17880,0,0.3674,412526.93,aci_equal
2023,MB,in_canada_transition,17640,0,0.3674,237641.37,aci_equal
2023,MB,low_quality_student,5870,0,0.3674,-211205.93,aci_equal
2023,MB,low_wage_worker,17435,0,0.3674,-180555.42,aci_equal
2023,MB,refugee,3200,3427,0.3674,-439889.84,aci_equal
2023,NB,family_class,585,0,0.3148,-133783.0,aci_equal
2023,NB,francophone_pr,0,206,0.5,444285.46,aci_equal
2023,NB,high_quality_student,7910,0,0.3148,99711.36,aci_equal
2023,NB,high_wage_worker,9965,0,0.3148,412526.93,aci_equal
2023,NB,in_canada_transition,8855,0,0.3148,237641.37,aci_equal
2023,NB,low_quality_student,3285,0,0.3148,-211205.93,aci_equal
2023,NB,low_wage_worker,7175,0,0.3148,-180555.42,aci_equal
2023,NB,refugee,1305,3427,0.3148,-439889.84,aci_equal
2023,NL,family_class,250,0,0.2421,-133783.0,aci_equal
2023,NL,francophone_pr,0,206,0.5,444285.46,aci_equal
2023,NL,high_quality_student,3295,0,0.2421,99711.36,aci_equal
2023,NL,high_wage_worker,3145,0,0.2421,412526.93,aci_equal
2023,NL,in_canada_transition,3960,0,0.2421,237641.37,aci_equal
2023,NL,low_quality_student,955,0,0.2421,-211205.93,aci_equal
2023,NL,low_wage_worker,3135,0,0.2421,-180555.42,aci_equal
2023,NL,refugee,1155,3427,0.2421,-439889.84,aci_equal
2023,NS,family_class,1170,0,0.3638,-133783.0,aci_equal
2023,NS,francophone_pr,0,206,0.5,444285.46,aci_equal
2023,NS,high_quality_student,11685,0,0.3638,99711.36,aci_equal
2023,NS,high_wage_worker,13690,0,0.3638,412526.93,aci_equal
2023,NS,in_canada_transition,8660,0,0.3638,237641.37,aci_equal
2023,NS,low_quality_student,4705,0,0.3638,-211205.93,aci_equal
2023,NS,low_wage_worker,7870,0,0.3638,-180555.42,aci_equal
2023,NS,refugee,1585,3427,0.3638,-439889.84,aci_equal
2023,NT,family_class,50,0,,-133783.0,aci_equal
2023,NT,francophone_pr,0,206,0.5,444285.46,aci_equal
2023,NT,high_quality_student,0,0,0.5,99711.36,aci_equal
2023,NT,high_wage_worker,230,0,,412526.93,aci_equal
2023,NT,in_canada_transition,145,0,,237641.37,aci_equal
2023,NT,low_quality_student,20,0,,-211205.93,aci_equal
2023,NT,low_wage_worker,140,0,,-180555.42,aci_equal
2023,NT,refugee,0,3427,0.5,-439889.84,aci_equal
2023,NU,family_class,0,0,0.5,-133783.0,aci_equal
2023,NU,francophone_pr,0,206,0.5,444285.46,aci_equal
2023,NU,high_quality_student,0,0,0.5,99711.36,aci_equal
2023,NU,high_wage_worker,30,0,,412526.93,aci_equal
2023,NU,in_canada_transition,0,0,0.5,237641.37,aci_equal
2023,NU,low_quality_student,0,0,0.5,-211205.93,aci_equal
2023,NU,low_wage_worker,80,0,,-180555.42,aci_equal
2023,NU,refugee,5,3427,,-439889.84,aci_equal
2023,ON,family_class,56125,0,0.3797,-133783.0,aci_equal
2023,ON,francophone_pr,0,206,0.5,444285.46,aci_equal
2023,ON,high_quality_student,302230,0,0.3797,99711.36,aci_equal
2023,ON,high_wage_worker,294435,0,0.3797,412526.93,aci_equal
2023,ON,in_canada_transition,72885,0,0.3797,237641.37,aci_equal
2023,ON,low_quality_student,71715,0,0.3797,-211205.93,aci_equal
2023,ON,low_wage_worker,135545,0,0.3797,-180555.42,aci_equal
2023,ON,refugee,48290,3427,0.3797,-439889.84,aci_equal
2023,PE,family_class,130,0,,-133783.0,aci_equal
2023,PE,francophone_pr,0,206,0.5,444285.46,aci_equal
2023,PE,high_quality_student,1900,0,,99711.36,aci_equal
2023,PE,high_wage_worker,3265,0,,412526.93,aci_equal
2023,PE,in_canada_transition,3205,0,,237641.37,aci_equal
2023,PE,low_quality_student,1260,0,,-211205.93,aci_equal
2023,PE,low_wage_worker,2285,0,,-180555.42,aci_equal
2023,PE,refugee,165,3427,,-439889.84,aci_equal
2023,QC,family_class,10300,0,0.3655,-133783.0,aci_equal
2023,QC,francophone_pr,5366,206,0.3655,444285.46,aci_equal
2023,QC,high_quality_student,61670,0,0.3655,99711.36,aci_equal
2023,QC,high_wage_worker,107365,0,0.3655,412526.93,aci_equal
2023,QC,in_canada_transition,0,0,0.5,237641.37,aci_equal
2023,QC,low_quality_student,19280,0,0.3655,-211205.93,aci_equal
2023,QC,low_wage_worker,75315,0,0.3655,-180555.42,aci_equal
2023,QC,refugee,6315,3427,0.3655,-439889.84,aci_equal
2023,SK,family_class,2265,0,0.4253,-133783.0,aci_equal
2023,SK,francophone_pr,0,206,0.5,444285.46,aci_equal
2023,SK,high_quality_student,8875,0,0.4253,99711.36,aci_equal
2023,SK,high_wage_worker,12250,0,0.4253,412526.93,aci_equal
2023,SK,in_canada_transition,20970,0,0.4253,237641.37,aci_equal
2023,SK,low_quality_student,3490,0,0.4253,-211205.93,aci_equal
2023,SK,low_wage_worker,5720,0,0.4253,-180555.42,aci_equal
2023,SK,refugee,1530,3427,0.4253,-439889.84,aci_equal
2023,YT,family_class,80,0,,-133783.0,aci_equal
2023,YT,francophone_pr,0,206,0.5,444285.46,aci_equal
2023,YT,high_quality_student,105,0,,99711.36,aci_equal
2023,YT,high_wage_worker,860,0,,412526.93,aci_equal
2023,YT,in_canada_transition,710,0,,237641.37,aci_equal
2023,YT,low_quality_student,140,0,,-211205.93,aci_equal
2023,YT,low_wage_worker,240,0,,-180555.42,aci_equal
2023,YT,refugee,10,3427,,-439889.84,aci_equal
2024,AB,family_class,16840,105740,0.4229,-133783.0,aci_equal
2024,AB,francophone_pr,0,2783,0.5,444285.46,aci_equal
2024,AB,high_quality_student,25935,378075,0.4229,99711.36,aci_equal
2024,AB,high_wage_worker,48775,573990,0.4229,412526.93,aci_equal
2024,AB,in_canada_transition,23360,180780,0.4229,237641.37,aci_equal
2024,AB,low_quality_student,14555,149680,0.4229,-211205.93,aci_equal
2024,AB,low_wage_worker,56460,375290,0.4229,-180555.42,aci_equal
2024,AB,refugee,18460,51555,0.4229,-439889.84,aci_equal
2024,BC,family_class,17455,0,0.4015,-133783.0,aci_equal
2024,BC,francophone_pr,0,199,0.5,444285.46,aci_equal
2024,BC,high_quality_student,71825,0,0.4015,99711.36,aci_equal
2024,BC,high_wage_worker,93605,0,0.4015,412526.93,aci_equal
2024,BC,in_canada_transition,27085,0,0.4015,237641.37,aci_equal
2024,BC,low_quality_student,32445,0,0.4015,-211205.93,aci_equal
2024,BC,low_wage_worker,68050,0,0.4015,-180555.42,aci_equal
2024,BC,refugee,9685,3682,0.4015,-439889.84,aci_equal
2024,MB,family_class,3550,0,,-133783.0,aci_equal
2024,MB,francophone_pr,0,199,0.5,444285.46,aci_equal
2024,MB,high_quality_student,10625,0,,99711.36,aci_equal
2024,MB,high_wage_worker,16525,0,,412526.93,aci_equal
2024,MB,in_canada_transition,15870,0,,237641.37,aci_equal
2024,MB,low_quality_student,5215,0,,-211205.93,aci_equal
2024,MB,low_wage_worker,16815,0,,-180555.42,aci_equal
2024,MB,refugee,3600,3682,,-439889.84,aci_equal
2024,NB,family_class,760,0,0.3814,-133783.0,aci_equal
2024,NB,francophone_pr,0,199,0.5,444285.46,aci_equal
2024,NB,high_quality_student,5365,0,0.3814,99711.36,aci_equal
2024,NB,high_wage_worker,11580,0,0.3814,412526.93,aci_equal
2024,NB,in_canada_transition,11395,0,0.3814,237641.37,aci_equal
2024,NB,low_quality_student,2945,0,0.3814,-211205.93,aci_equal
2024,NB,low_wage_worker,6240,0,0.3814,-180555.42,aci_equal
2024,NB,refugee,1045,3682,0.3814,-439889.84,aci_equal
2024,NL,family_class,275,0,0.4176,-133783.0,aci_equal
2024,NL,francophone_pr,0,199,0.5,444285.46,aci_equal
2024,NL,high_quality_student,2270,0,0.4176,99711.36,aci_equal
2024,NL,high_wage_worker,4075,0,0.4176,412526.93,aci_equal
2024,NL,in_canada_transition,4460,0,0.4176,237641.37,aci_equal
2024,NL,low_quality_student,1200,0,0.4176,-211205.93,aci_equal
2024,NL,low_wage_worker,3845,0,0.4176,-180555.42,aci_equal
2024,NL,refugee,785,3682,0.4176,-439889.84,aci_equal
2024,NS,family_class,1205,0,0.3551,-133783.0,aci_equal
2024,NS,francophone_pr,0,199,0.5,444285.46,aci_equal
2024,NS,high_quality_student,7195,0,0.3551,99711.36,aci_equal
2024,NS,high_wage_worker,13260,0,0.3551,412526.93,aci_equal
2024,NS,in_canada_transition,11185,0,0.3551,237641.37,aci_equal
2024,NS,low_quality_student,3980,0,0.3551,-211205.93,aci_equal
2024,NS,low_wage_worker,6985,0,0.3551,-180555.42,aci_equal
2024,NS,refugee,1350,3682,0.3551,-439889.84,aci_equal
2024,NT,family_class,75,0,,-133783.0,aci_equal
2024,NT,francophone_pr,0,199,0.5,444285.46,aci_equal
2024,NT,high_quality_student,20,0,,99711.36,aci_equal
2024,NT,high_wage_worker,195,0,,412526.93,aci_equal
2024,NT,in_canada_transition,235,0,,237641.37,aci_equal
2024,NT,low_quality_student,30,0,,-211205.93,aci_equal
2024,NT,low_wage_worker,135,0,,-180555.42,aci_equal
2024,NT,refugee,20,3682,,-439889.84,aci_equal
2024,NU,family_class,20,0,,-133783.0,aci_equal
2024,NU,francophone_pr,0,199,0.5,444285.46,aci_equal
2024,NU,high_quality_student,0,0,0.5,99711.36,aci_equal
2024,NU,high_wage_worker,0,0,0.5,412526.93,aci_equal
2024,NU,in_canada_transition,0,0,0.5,237641.37,aci_equal
2024,NU,low_quality_student,5,0,,-211205.93,aci_equal
2024,NU,low_wage_worker,65,0,,-180555.42,aci_equal
2024,NU,refugee,0,3682,0.5,-439889.84,aci_equal
2024,ON,family_class,52670,0,0.3478,-133783.0,aci_equal
2024,ON,francophone_pr,0,199,0.5,444285.46,aci_equal
2024,ON,high_quality_student,196680,0,0.3478,99711.36,aci_equal
2024,ON,high_wage_worker,267450,0,0.3478,412526.93,aci_equal
2024,ON,in_canada_transition,64335,0,0.3478,237641.37,aci_equal
2024,ON,low_quality_student,60560,0,0.3478,-211205.93,aci_equal
2024,ON,low_wage_worker,128115,0,0.3478,-180555.42,aci_equal
2024,ON,refugee,51075,3682,0.3478,-439889.84,aci_equal
2024,PE,family_class,180,0,,-133783.0,aci_equal
2024,PE,francophone_pr,0,199,0.5,444285.46,aci_equal
2024,PE,high_quality_student,1140,0,,99711.36,aci_equal
2024,PE,high_wage_worker,2660,0,,412526.93,aci_equal
2024,PE,in_canada_transition,3570,0,,237641.37,aci_equal
2024,PE,low_quality_student,1080,0,,-211205.93,aci_equal
2024,PE,low_wage_worker,1875,0,,-180555.42,aci_equal
2024,PE,refugee,105,3682,,-439889.84,aci_equal
2024,QC,family_class,10390,0,0.4407,-133783.0,aci_equal
2024,QC,francophone_pr,5168,199,0.4407,444285.46,aci_equal
2024,QC,high_quality_student,50770,0,0.4407,99711.36,aci_equal
2024,QC,high_wage_worker,103395,0,0.4407,412526.93,aci_equal
2024,QC,in_canada_transition,0,0,0.5,237641.37,aci_equal
2024,QC,low_quality_student,24055,0,0.4407,-211205.93,aci_equal
2024,QC,low_wage_worker,79550,0,0.4407,-180555.42,aci_equal
2024,QC,refugee,7840,3682,0.4407,-439889.84,aci_equal
2024,SK,family_class,2250,0,0.3865,-133783.0,aci_equal
2024,SK,francophone_pr,0,199,0.5,444285.46,aci_equal
2024,SK,high_quality_student,6150,0,0.3865,99711.36,aci_equal
2024,SK,high_wage_worker,11770,0,0.3865,412526.93,aci_equal
2024,SK,in_canada_transition,18505,0,0.3865,237641.37,aci_equal
2024,SK,low_quality_student,3515,0,0.3865,-211205.93,aci_equal
2024,SK,low_wage_worker,6905,0,0.3865,-180555.42,aci_equal
2024,SK,refugee,1780,3682,0.3865,-439889.84,aci_equal
2024,YT,family_class,70,0,,-133783.0,aci_equal
2024,YT,francophone_pr,0,199,0.5,444285.46,aci_equal
2024,YT,high_quality_student,100,0,,99711.36,aci_equal
2024,YT,high_wage_worker,700,0,,412526.93,aci_equal
2024,YT,in_canada_transition,780,0,,237641.37,aci_equal
2024,YT,low_quality_student,95,0,,-211205.93,aci_equal
2024,YT,low_wage_worker,250,0,,-180555.42,aci_equal
2024,YT,refugee,0,3682,0.5,-439889.84,aci_equal
2025,AB,family_class,15735,95930,,-133783.0,aci_equal
2025,AB,francophone_pr,0,2473,0.5,444285.46,aci_equal
2025,AB,high_quality_student,18040,256235,,99711.36,aci_equal
2025,AB,high_wage_worker,43555,484035,,412526.93,aci_equal
2025,AB,in_canada_transition,16175,147025,,237641.37,aci_equal
2025,AB,low_quality_student,17415,144175,,-211205.93,aci_equal
2025,AB,low_wage_worker,41540,294670,,-180555.42,aci_equal
2025,AB,refugee,13995,37167,,-439889.84,aci_equal
2025,BC,family_class,15190,0,,-133783.0,aci_equal
2025,BC,francophone_pr,0,177,0.5,444285.46,aci_equal
2025,BC,high_quality_student,51070,0,,99711.36,aci_equal
2025,BC,high_wage_worker,76790,0,,412526.93,aci_equal
2025,BC,in_canada_transition,24195,0,,237641.37,aci_equal
2025,BC,low_quality_student,29735,0,,-211205.93,aci_equal
2025,BC,low_wage_worker,58630,0,,-180555.42,aci_equal
2025,BC,refugee,6940,2655,,-439889.84,aci_equal
2025,MB,family_class,3320,0,,-133783.0,aci_equal
2025,MB,francophone_pr,0,177,0.5,444285.46,aci_equal
2025,MB,high_quality_student,8790,0,,99711.36,aci_equal
2025,MB,high_wage_worker,14330,0,,412526.93,aci_equal
2025,MB,in_canada_transition,11960,0,,237641.37,aci_equal
2025,MB,low_quality_student,5405,0,,-211205.93,aci_equal
2025,MB,low_wage_worker,13840,0,,-180555.42,aci_equal
2025,MB,refugee,2720,2655,,-439889.84,aci_equal
2025,NB,family_class,830,0,,-133783.0,aci_equal
2025,NB,francophone_pr,0,177,0.5,444285.46,aci_equal
2025,NB,high_quality_student,4960,0,,99711.36,aci_equal
2025,NB,high_wage_worker,9350,0,,412526.93,aci_equal
2025,NB,in_canada_transition,7605,0,,237641.37,aci_equal
2025,NB,low_quality_student,3485,0,,-211205.93,aci_equal
2025,NB,low_wage_worker,5425,0,,-180555.42,aci_equal
2025,NB,refugee,655,2655,,-439889.84,aci_equal
2025,NL,family_class,285,0,,-133783.0,aci_equal
2025,NL,francophone_pr,0,177,0.5,444285.46,aci_equal
2025,NL,high_quality_student,2035,0,,99711.36,aci_equal
2025,NL,high_wage_worker,3315,0,,412526.93,aci_equal
2025,NL,in_canada_transition,4030,0,,237641.37,aci_equal
2025,NL,low_quality_student,1320,0,,-211205.93,aci_equal
2025,NL,low_wage_worker,2945,0,,-180555.42,aci_equal
2025,NL,refugee,610,2655,,-439889.84,aci_equal
2025,NS,family_class,1180,0,,-133783.0,aci_equal
2025,NS,francophone_pr,0,177,0.5,444285.46,aci_equal
2025,NS,high_quality_student,5195,0,,99711.36,aci_equal
2025,NS,high_wage_worker,12590,0,,412526.93,aci_equal
2025,NS,in_canada_transition,6630,0,,237641.37,aci_equal
2025,NS,low_quality_student,4590,0,,-211205.93,aci_equal
2025,NS,low_wage_worker,6120,0,,-180555.42,aci_equal
2025,NS,refugee,980,2655,,-439889.84,aci_equal
2025,NT,family_class,50,0,,-133783.0,aci_equal
2025,NT,francophone_pr,0,177,0.5,444285.46,aci_equal
2025,NT,high_quality_student,0,0,0.5,99711.36,aci_equal
2025,NT,high_wage_worker,240,0,,412526.93,aci_equal
2025,NT,in_canada_transition,285,0,,237641.37,aci_equal
2025,NT,low_quality_student,55,0,,-211205.93,aci_equal
2025,NT,low_wage_worker,90,0,,-180555.42,aci_equal
2025,NT,refugee,0,2655,0.5,-439889.84,aci_equal
2025,NU,family_class,5,0,,-133783.0,aci_equal
2025,NU,francophone_pr,0,177,0.5,444285.46,aci_equal
2025,NU,high_quality_student,0,0,0.5,99711.36,aci_equal
2025,NU,high_wage_worker,15,0,,412526.93,aci_equal
2025,NU,in_canada_transition,0,0,0.5,237641.37,aci_equal
2025,NU,low_quality_student,0,0,0.5,-211205.93,aci_equal
2025,NU,low_wage_worker,35,0,,-180555.42,aci_equal
2025,NU,refugee,0,2655,0.5,-439889.84,aci_equal
2025,ON,family_class,46650,0,,-133783.0,aci_equal
2025,ON,francophone_pr,0,177,0.5,444285.46,aci_equal
2025,ON,high_quality_student,117970,0,,99711.36,aci_equal
2025,ON,high_wage_worker,219490,0,,412526.93,aci_equal
2025,ON,in_canada_transition,63485,0,,237641.37,aci_equal
2025,ON,low_quality_student,55455,0,,-211205.93,aci_equal
2025,ON,low_wage_worker,97955,0,,-180555.42,aci_equal
2025,ON,refugee,34450,2655,,-439889.84,aci_equal
2025,PE,family_class,170,0,,-133783.0,aci_equal
2025,PE,francophone_pr,0,177,0.5,444285.46,aci_equal
2025,PE,high_quality_student,980,0,,99711.36,aci_equal
2025,PE,high_wage_worker,2070,0,,412526.93,aci_equal
2025,PE,in_canada_transition,1825,0,,237641.37,aci_equal
2025,PE,low_quality_student,1010,0,,-211205.93,aci_equal
2025,PE,low_wage_worker,1695,0,,-180555.42,aci_equal
2025,PE,refugee,80,2655,,-439889.84,aci_equal
2025,QC,family_class,10355,0,,-133783.0,aci_equal
2025,QC,francophone_pr,4592,177,,444285.46,aci_equal
2025,QC,high_quality_student,42705,0,,99711.36,aci_equal
2025,QC,high_wage_worker,91870,0,,412526.93,aci_equal
2025,QC,in_canada_transition,0,0,0.5,237641.37,aci_equal
2025,QC,low_quality_student,21840,0,,-211205.93,aci_equal
2025,QC,low_wage_worker,60555,0,,-180555.42,aci_equal
2025,QC,refugee,7390,2655,,-439889.84,aci_equal
2025,SK,family_class,2085,0,,-133783.0,aci_equal
2025,SK,francophone_pr,0,177,0.5,444285.46,aci_equal
2025,SK,high_quality_student,4410,0,,99711.36,aci_equal
2025,SK,high_wage_worker,10065,0,,412526.93,aci_equal
2025,SK,in_canada_transition,10275,0,,237641.37,aci_equal
2025,SK,low_quality_student,3790,0,,-211205.93,aci_equal
2025,SK,low_wage_worker,5570,0,,-180555.42,aci_equal
2025,SK,refugee,1205,2655,,-439889.84,aci_equal
2025,YT,family_class,75,0,,-133783.0,aci_equal
2025,YT,francophone_pr,0,177,0.5,444285.46,aci_equal
2025,YT,high_quality_student,80,0,,99711.36,aci_equal
2025,YT,high_wage_worker,355,0,,412526.93,aci_equal
2025,YT,in_canada_transition,560,0,,237641.37,aci_equal
2025,YT,low_quality_student,75,0,,-211205.93,aci_equal
2025,YT,low_wage_worker,270,0,,-180555.42,aci_equal
2025,YT,refugee,0,2655,0.5,-439889.84,aci_equal
2026,AB,family_class,3140,19545,,-133783.0,aci_equal
2026,AB,francophone_pr,0,682,0.5,444285.46,aci_equal
2026,AB,high_quality_student,3120,39715,,99711.36,aci_equal
2026,AB,high_wage_worker,18425,207920,,412526.93,aci_equal
2026,AB,in_canada_transition,4665,36475,,237641.37,aci_equal
2026,AB,low_quality_student,4445,31890,,-211205.93,aci_equal
2026,AB,low_wage_worker,15780,88015,,-180555.42,aci_equal
2026,AB,refugee,2070,6833,,-439889.84,aci_equal
2026,BC,family_class,3235,0,,-133783.0,aci_equal
2026,BC,francophone_pr,0,49,0.5,444285.46,aci_equal
2026,BC,high_quality_student,9100,0,,99711.36,aci_equal
2026,BC,high_wage_worker,30940,0,,412526.93,aci_equal
2026,BC,in_canada_transition,5005,0,,237641.37,aci_equal
2026,BC,low_quality_student,6450,0,,-211205.93,aci_equal
2026,BC,low_wage_worker,14795,0,,-180555.42,aci_equal
2026,BC,refugee,1170,488,,-439889.84,aci_equal
2026,MB,family_class,760,0,,-133783.0,aci_equal
2026,MB,francophone_pr,0,49,0.5,444285.46,aci_equal
2026,MB,high_quality_student,1485,0,,99711.36,aci_equal
2026,MB,high_wage_worker,5530,0,,412526.93,aci_equal
2026,MB,in_canada_transition,3880,0,,237641.37,aci_equal
2026,MB,low_quality_student,1345,0,,-211205.93,aci_equal
2026,MB,low_wage_worker,5090,0,,-180555.42,aci_equal
2026,MB,refugee,325,488,,-439889.84,aci_equal
2026,NB,family_class,165,0,,-133783.0,aci_equal
2026,NB,francophone_pr,0,49,0.5,444285.46,aci_equal
2026,NB,high_quality_student,700,0,,99711.36,aci_equal
2026,NB,high_wage_worker,3885,0,,412526.93,aci_equal
2026,NB,in_canada_transition,1930,0,,237641.37,aci_equal
